,Action,org:resource,concept:name,EventOrigin,EventID,lifecycle:transition,time:timestamp,case:LoanGoal,case:ApplicationType,case:concept:name,case:RequestedAmount,FirstWithdrawalAmount,NumberOfTerms,Accepted,MonthlyCost,Selected,CreditScore,OfferedAmount,OfferID
800111,Obtained,User_26,W_Call after offers,Workflow,Workitem_1501699475,resume,2016-09-28 07:28:26.694000+00:00,Home improvement,New credit,Application_239111250,25000.0,,,,,,,,
800112,Released,User_26,W_Call after offers,Workflow,Workitem_1117174420,suspend,2016-09-28 07:28:54.755000+00:00,Home improvement,New credit,Application_239111250,25000.0,,,,,,,,
800113,statechange,User_1,A_Cancelled,Application,ApplState_213266871,complete,2016-10-08 06:00:16.842000+00:00,Home improvement,New credit,Application_239111250,25000.0,,,,,,,,
800114,statechange,User_1,O_Cancelled,Offer,OfferState_554296517,complete,2016-10-08 06:00:16.868000+00:00,Home improvement,New credit,Application_239111250,25000.0,,,,,,,,Offer_1750970659
800115,Deleted,User_1,W_Call after offers,Workflow,Workitem_1411207365,ate_abort,2016-10-08 06:00:16.879000+00:00,Home improvement,New credit,Application_239111250,25000.0,,,,,,,,
809331,Created,User_1,A_Create Application,Application,Application_668017212,complete,2016-09-07 08:39:35.258000+00:00,Not speficied,New credit,Application_668017212,40000.0,,,,,,,,
809332,statechange,User_1,A_Submitted,Application,ApplState_511650541,complete,2016-09-07 08:39:35.294000+00:00,Not speficied,New credit,Application_668017212,40000.0,,,,,,,,
809333,Created,User_1,W_Handle leads,Workflow,Workitem_1854695010,schedule,2016-09-07 08:39:35.594000+00:00,Not speficied,New credit,Application_668017212,40000.0,,,,,,,,
809334,Obtained,User_4,W_Handle leads,Workflow,Workitem_451801795,start,2016-09-07 10:20:12.314000+00:00,Not speficied,New credit,Application_668017212,40000.0,,,,,,,,
809335,Deleted,User_4,W_Handle leads,Workflow,Workitem_1900881913,complete,2016-09-07 10:20:58.733000+00:00,Not speficied,New credit,Application_668017212,40000.0,,,,,,,,
809336,Created,User_4,W_Complete application,Workflow,Workitem_1543002734,schedule,2016-09-07 10:20:58.739000+00:00,Not speficied,New credit,Application_668017212,40000.0,,,,,,,,
809337,Obtained,User_4,W_Complete application,Workflow,Workitem_1755509033,start,2016-09-07 10:20:58.742000+00:00,Not speficied,New credit,Application_668017212,40000.0,,,,,,,,
809338,statechange,User_4,A_Concept,Application,ApplState_789663089,complete,2016-09-07 10:20:58.746000+00:00,Not speficied,New credit,Application_668017212,40000.0,,,,,,,,
809339,Released,User_4,W_Complete application,Workflow,Workitem_824406294,suspend,2016-09-07 10:21:01.467000+00:00,Not speficied,New credit,Application_668017212,40000.0,,,,,,,,
809340,Obtained,User_49,W_Complete application,Workflow,Workitem_1065496220,resume,2016-09-08 14:30:36.194000+00:00,Not speficied,New credit,Application_668017212,40000.0,,,,,,,,
809341,statechange,User_49,A_Accepted,Application,ApplState_444263826,complete,2016-09-08 14:38:32.306000+00:00,Not speficied,New credit,Application_668017212,40000.0,,,,,,,,
809342,Created,User_49,O_Create Offer,Offer,Offer_976932809,complete,2016-09-08 14:46:01.862000+00:00,Not speficied,New credit,Application_668017212,40000.0,40976.0,120.0,False,478.57,True,859.0,47000.0,
809343,statechange,User_49,O_Created,Offer,OfferState_990585932,complete,2016-09-08 14:46:02.644000+00:00,Not speficied,New credit,Application_668017212,40000.0,,,,,,,,Offer_976932809
809344,statechange,User_49,O_Sent (mail and online),Offer,OfferState_109391534,complete,2016-09-08 14:46:11.446000+00:00,Not speficied,New credit,Application_668017212,40000.0,,,,,,,,Offer_976932809
809345,Deleted,User_49,W_Complete application,Workflow,Workitem_1206881265,complete,2016-09-08 14:46:11.461000+00:00,Not speficied,New credit,Application_668017212,40000.0,,,,,,,,
809346,Created,User_49,W_Call after offers,Workflow,Workitem_1879022435,schedule,2016-09-08 14:46:11.472000+00:00,Not speficied,New credit,Application_668017212,40000.0,,,,,,,,
809347,Obtained,User_49,W_Call after offers,Workflow,Workitem_1495669261,start,2016-09-08 14:46:11.474000+00:00,Not speficied,New credit,Application_668017212,40000.0,,,,,,,,
809348,statechange,User_49,A_Complete,Application,ApplState_286303247,complete,2016-09-08 14:46:11.476000+00:00,Not speficied,New credit,Application_668017212,40000.0,,,,,,,,
809349,Created,User_49,O_Create Offer,Offer,Offer_480543877,complete,2016-09-08 14:46:42.706000+00:00,Not speficied,New credit,Application_668017212,40000.0,33976.0,120.0,False,407.29,False,0.0,40000.0,
809350,statechange,User_49,O_Created,Offer,OfferState_994018459,complete,2016-09-08 14:46:43.386000+00:00,Not speficied,New credit,Application_668017212,40000.0,,,,,,,,Offer_480543877
809351,statechange,User_49,O_Sent (mail and online),Offer,OfferState_2075973981,complete,2016-09-08 14:46:54.150000+00:00,Not speficied,New credit,Application_668017212,40000.0,,,,,,,,Offer_480543877
809352,Released,User_49,W_Call after offers,Workflow,Workitem_1881104963,suspend,2016-09-08 14:49:30.290000+00:00,Not speficied,New credit,Application_668017212,40000.0,,,,,,,,
809353,Obtained,User_2,W_Call after offers,Workflow,Workitem_1688676490,resume,2016-09-13 07:31:30.262000+00:00,Not speficied,New credit,Application_668017212,40000.0,,,,,,,,
809354,Released,User_2,W_Call after offers,Workflow,Workitem_303602117,suspend,2016-09-13 07:33:04.593000+00:00,Not speficied,New credit,Application_668017212,40000.0,,,,,,,,
809355,Deleted,User_130,W_Call after offers,Workflow,Workitem_1343022415,ate_abort,2016-09-22 07:19:04.489000+00:00,Not speficied,New credit,Application_668017212,40000.0,,,,,,,,
809356,Created,User_130,W_Validate application,Workflow,Workitem_1524333885,schedule,2016-09-22 07:19:04.498000+00:00,Not speficied,New credit,Application_668017212,40000.0,,,,,,,,
809357,Obtained,User_130,W_Validate application,Workflow,Workitem_2042408797,start,2016-09-22 07:19:04.502000+00:00,Not speficied,New credit,Application_668017212,40000.0,,,,,,,,
809358,statechange,User_130,A_Validating,Application,ApplState_452251750,complete,2016-09-22 07:19:05.394000+00:00,Not speficied,New credit,Application_668017212,40000.0,,,,,,,,
809359,statechange,User_130,O_Returned,Offer,OfferState_1484640389,complete,2016-09-22 07:19:57.519000+00:00,Not speficied,New credit,Application_668017212,40000.0,,,,,,,,Offer_976932809
809360,Released,User_130,W_Validate application,Workflow,Workitem_1509250827,suspend,2016-09-22 07:23:10.391000+00:00,Not speficied,New credit,Application_668017212,40000.0,,,,,,,,
809361,Deleted,User_75,W_Validate application,Workflow,Workitem_386387269,ate_abort,2016-09-29 11:23:57.600000+00:00,Not speficied,New credit,Application_668017212,40000.0,,,,,,,,
809362,Created,User_75,W_Call incomplete files,Workflow,Workitem_1110993305,schedule,2016-09-29 11:23:57.606000+00:00,Not speficied,New credit,Application_668017212,40000.0,,,,,,,,
809363,Obtained,User_75,W_Call incomplete files,Workflow,Workitem_1367995868,start,2016-09-29 11:23:57.608000+00:00,Not speficied,New credit,Application_668017212,40000.0,,,,,,,,
809364,statechange,User_75,A_Incomplete,Application,ApplState_1042235940,complete,2016-09-29 11:23:57.609000+00:00,Not speficied,New credit,Application_668017212,40000.0,,,,,,,,
809365,Released,User_75,W_Call incomplete files,Workflow,Workitem_1189058826,suspend,2016-09-29 11:25:21.685000+00:00,Not speficied,New credit,Application_668017212,40000.0,,,,,,,,
809366,Obtained,User_3,W_Call incomplete files,Workflow,Workitem_1916738640,resume,2016-09-29 12:39:17.184000+00:00,Not speficied,New credit,Application_668017212,40000.0,,,,,,,,
809367,Created,User_3,O_Create Offer,Offer,Offer_1219855814,complete,2016-09-29 12:43:47.523000+00:00,Not speficied,New credit,Application_668017212,40000.0,40976.0,120.0,False,478.57,False,0.0,47000.0,
809368,statechange,User_3,O_Created,Offer,OfferState_2008272093,complete,2016-09-29 12:43:48.413000+00:00,Not speficied,New credit,Application_668017212,40000.0,,,,,,,,Offer_1219855814
809369,statechange,User_3,O_Sent (online only),Offer,OfferState_1783519323,complete,2016-09-29 12:44:02.309000+00:00,Not speficied,New credit,Application_668017212,40000.0,,,,,,,,Offer_1219855814
809370,Released,User_3,W_Call incomplete files,Workflow,Workitem_1682807900,suspend,2016-09-29 12:45:49.820000+00:00,Not speficied,New credit,Application_668017212,40000.0,,,,,,,,
809371,Deleted,User_113,W_Call incomplete files,Workflow,Workitem_1677939748,ate_abort,2016-09-30 07:41:15.428000+00:00,Not speficied,New credit,Application_668017212,40000.0,,,,,,,,
809372,Created,User_113,W_Validate application,Workflow,Workitem_1319733470,schedule,2016-09-30 07:41:15.433000+00:00,Not speficied,New credit,Application_668017212,40000.0,,,,,,,,
809373,Obtained,User_113,W_Validate application,Workflow,Workitem_201055449,start,2016-09-30 07:41:15.434000+00:00,Not speficied,New credit,Application_668017212,40000.0,,,,,,,,
809374,statechange,User_113,A_Validating,Application,ApplState_1691289500,complete,2016-09-30 07:41:15.487000+00:00,Not speficied,New credit,Application_668017212,40000.0,,,,,,,,
809375,Released,User_113,W_Validate application,Workflow,Workitem_22502010,suspend,2016-09-30 07:43:44.040000+00:00,Not speficied,New credit,Application_668017212,40000.0,,,,,,,,
809376,Deleted,User_75,W_Validate application,Workflow,Workitem_939683016,ate_abort,2016-10-03 08:55:38.410000+00:00,Not speficied,New credit,Application_668017212,40000.0,,,,,,,,
809377,Created,User_75,W_Call incomplete files,Workflow,Workitem_505716211,schedule,2016-10-03 08:55:38.416000+00:00,Not speficied,New credit,Application_668017212,40000.0,,,,,,,,
809378,Obtained,User_75,W_Call incomplete files,Workflow,Workitem_291014612,start,2016-10-03 08:55:38.418000+00:00,Not speficied,New credit,Application_668017212,40000.0,,,,,,,,
809379,statechange,User_75,A_Incomplete,Application,ApplState_1155131164,complete,2016-10-03 08:55:38.420000+00:00,Not speficied,New credit,Application_668017212,40000.0,,,,,,,,
809380,Released,User_75,W_Call incomplete files,Workflow,Workitem_1624360444,suspend,2016-10-03 08:55:47.142000+00:00,Not speficied,New credit,Application_668017212,40000.0,,,,,,,,
809381,Obtained,User_41,W_Call incomplete files,Workflow,Workitem_1741874282,resume,2016-10-03 13:17:29.573000+00:00,Not speficied,New credit,Application_668017212,40000.0,,,,,,,,
809382,Released,User_41,W_Call incomplete files,Workflow,Workitem_773549704,suspend,2016-10-03 13:17:35.766000+00:00,Not speficied,New credit,Application_668017212,40000.0,,,,,,,,
809383,Obtained,User_41,W_Call incomplete files,Workflow,Workitem_98905783,resume,2016-10-03 13:34:08.501000+00:00,Not speficied,New credit,Application_668017212,40000.0,,,,,,,,
809384,Released,User_41,W_Call incomplete files,Workflow,Workitem_1536340137,suspend,2016-10-03 13:39:18.541000+00:00,Not speficied,New credit,Application_668017212,40000.0,,,,,,,,
809385,Deleted,User_29,W_Call incomplete files,Workflow,Workitem_132708090,ate_abort,2016-10-03 13:53:13.127000+00:00,Not speficied,New credit,Application_668017212,40000.0,,,,,,,,
809386,Created,User_29,W_Validate application,Workflow,Workitem_321239401,schedule,2016-10-03 13:53:13.136000+00:00,Not speficied,New credit,Application_668017212,40000.0,,,,,,,,
809387,Obtained,User_29,W_Validate application,Workflow,Workitem_111799366,start,2016-10-03 13:53:13.138000+00:00,Not speficied,New credit,Application_668017212,40000.0,,,,,,,,
809388,statechange,User_29,A_Validating,Application,ApplState_1378071638,complete,2016-10-03 13:53:13.205000+00:00,Not speficied,New credit,Application_668017212,40000.0,,,,,,,,
809389,Released,User_29,W_Validate application,Workflow,Workitem_1121806606,suspend,2016-10-03 13:53:37.699000+00:00,Not speficied,New credit,Application_668017212,40000.0,,,,,,,,
809390,Obtained,User_99,W_Validate application,Workflow,Workitem_1232979312,resume,2016-10-03 14:26:05.801000+00:00,Not speficied,New credit,Application_668017212,40000.0,,,,,,,,
809391,Released,User_99,W_Validate application,Workflow,Workitem_1173425320,suspend,2016-10-03 14:31:08.940000+00:00,Not speficied,New credit,Application_668017212,40000.0,,,,,,,,
809392,statechange,User_29,O_Accepted,Offer,OfferState_237852026,complete,2016-10-03 14:40:02.314000+00:00,Not speficied,New credit,Application_668017212,40000.0,,,,,,,,Offer_976932809
809393,statechange,User_29,A_Pending,Application,ApplState_687308061,complete,2016-10-03 14:40:02.318000+00:00,Not speficied,New credit,Application_668017212,40000.0,,,,,,,,
809394,Deleted,User_29,W_Validate application,Workflow,Workitem_1547517850,ate_abort,2016-10-03 14:40:02.320000+00:00,Not speficied,New credit,Application_668017212,40000.0,,,,,,,,
809395,statechange,User_29,O_Cancelled,Offer,OfferState_1695719445,complete,2016-10-03 14:40:02.330000+00:00,Not speficied,New credit,Application_668017212,40000.0,,,,,,,,Offer_1219855814
809396,statechange,User_29,O_Cancelled,Offer,OfferState_1472696186,complete,2016-10-03 14:40:02.337000+00:00,Not speficied,New credit,Application_668017212,40000.0,,,,,,,,Offer_480543877
825387,Created,User_2,A_Create Application,Application,Application_2055259233,complete,2016-09-12 07:58:53.239000+00:00,Car,Limit raise,Application_2055259233,40000.0,,,,,,,,
825388,statechange,User_2,A_Concept,Application,ApplState_1656889669,complete,2016-09-12 07:58:53.241000+00:00,Car,Limit raise,Application_2055259233,40000.0,,,,,,,,
825389,Created,User_2,W_Complete application,Workflow,Workitem_366728909,schedule,2016-09-12 07:58:53.246000+00:00,Car,Limit raise,Application_2055259233,40000.0,,,,,,,,
825390,Obtained,User_2,W_Complete application,Workflow,Workitem_177167188,start,2016-09-12 07:58:53.248000+00:00,Car,Limit raise,Application_2055259233,40000.0,,,,,,,,
825391,Released,User_2,W_Complete application,Workflow,Workitem_1396097785,suspend,2016-09-12 07:59:25.300000+00:00,Car,Limit raise,Application_2055259233,40000.0,,,,,,,,
825392,Obtained,User_4,W_Complete application,Workflow,Workitem_1453444666,resume,2016-09-13 08:43:27.827000+00:00,Car,Limit raise,Application_2055259233,40000.0,,,,,,,,
825393,Released,User_4,W_Complete application,Workflow,Workitem_791850391,suspend,2016-09-13 08:44:01.933000+00:00,Car,Limit raise,Application_2055259233,40000.0,,,,,,,,
825394,statechange,User_48,A_Accepted,Application,ApplState_698854890,complete,2016-09-13 09:31:20.342000+00:00,Car,Limit raise,Application_2055259233,40000.0,,,,,,,,
825395,Created,User_48,O_Create Offer,Offer,Offer_859436486,complete,2016-09-13 09:33:17.876000+00:00,Car,Limit raise,Application_2055259233,40000.0,0.0,126.0,True,400.0,True,0.0,40000.0,
825396,statechange,User_48,O_Created,Offer,OfferState_396813949,complete,2016-09-13 09:33:18.383000+00:00,Car,Limit raise,Application_2055259233,40000.0,,,,,,,,Offer_859436486
825397,statechange,User_48,O_Sent (mail and online),Offer,OfferState_1470706778,complete,2016-09-13 09:33:45.132000+00:00,Car,Limit raise,Application_2055259233,40000.0,,,,,,,,Offer_859436486
825398,Deleted,User_48,W_Complete application,Workflow,Workitem_421247552,ate_abort,2016-09-13 09:33:45.150000+00:00,Car,Limit raise,Application_2055259233,40000.0,,,,,,,,
825399,Created,User_48,W_Call after offers,Workflow,Workitem_846630781,schedule,2016-09-13 09:33:45.161000+00:00,Car,Limit raise,Application_2055259233,40000.0,,,,,,,,
825400,Obtained,User_48,W_Call after offers,Workflow,Workitem_1036546907,start,2016-09-13 09:33:45.163000+00:00,Car,Limit raise,Application_2055259233,40000.0,,,,,,,,
825401,statechange,User_48,A_Complete,Application,ApplState_1658620657,complete,2016-09-13 09:33:45.165000+00:00,Car,Limit raise,Application_2055259233,40000.0,,,,,,,,
825402,Released,User_48,W_Call after offers,Workflow,Workitem_751851111,suspend,2016-09-13 09:34:52.469000+00:00,Car,Limit raise,Application_2055259233,40000.0,,,,,,,,
825403,Obtained,User_37,W_Call after offers,Workflow,Workitem_1849510088,resume,2016-09-17 13:08:19.659000+00:00,Car,Limit raise,Application_2055259233,40000.0,,,,,,,,
825404,Released,User_37,W_Call after offers,Workflow,Workitem_1466106325,suspend,2016-09-17 13:08:51.076000+00:00,Car,Limit raise,Application_2055259233,40000.0,,,,,,,,
825405,Deleted,User_121,W_Call after offers,Workflow,Workitem_838060943,ate_abort,2016-09-23 11:55:29.597000+00:00,Car,Limit raise,Application_2055259233,40000.0,,,,,,,,
825406,Created,User_121,W_Validate application,Workflow,Workitem_1465830421,schedule,2016-09-23 11:55:29.602000+00:00,Car,Limit raise,Application_2055259233,40000.0,,,,,,,,
825407,Obtained,User_121,W_Validate application,Workflow,Workitem_1285064395,start,2016-09-23 11:55:29.603000+00:00,Car,Limit raise,Application_2055259233,40000.0,,,,,,,,
825408,statechange,User_121,A_Validating,Application,ApplState_1940671577,complete,2016-09-23 11:55:30.387000+00:00,Car,Limit raise,Application_2055259233,40000.0,,,,,,,,
825409,statechange,User_121,O_Returned,Offer,OfferState_1687327204,complete,2016-09-23 11:55:31.796000+00:00,Car,Limit raise,Application_2055259233,40000.0,,,,,,,,Offer_859436486
825410,Released,User_121,W_Validate application,Workflow,Workitem_291244564,suspend,2016-09-23 11:56:55.066000+00:00,Car,Limit raise,Application_2055259233,40000.0,,,,,,,,
825411,statechange,User_75,O_Accepted,Offer,OfferState_1080959219,complete,2016-09-30 14:22:13.760000+00:00,Car,Limit raise,Application_2055259233,40000.0,,,,,,,,Offer_859436486
825412,statechange,User_75,A_Pending,Application,ApplState_700064199,complete,2016-09-30 14:22:13.763000+00:00,Car,Limit raise,Application_2055259233,40000.0,,,,,,,,
825413,Deleted,User_75,W_Validate application,Workflow,Workitem_519096642,ate_abort,2016-09-30 14:22:13.765000+00:00,Car,Limit raise,Application_2055259233,40000.0,,,,,,,,
826109,Created,User_1,A_Create Application,Application,Application_474303087,complete,2016-09-12 09:05:48.976000+00:00,Car,New credit,Application_474303087,20000.0,,,,,,,,
826110,statechange,User_1,A_Submitted,Application,ApplState_1210338053,complete,2016-09-12 09:05:49.013000+00:00,Car,New credit,Application_474303087,20000.0,,,,,,,,
826111,Created,User_1,W_Handle leads,Workflow,Workitem_1358839802,schedule,2016-09-12 09:05:49.342000+00:00,Car,New credit,Application_474303087,20000.0,,,,,,,,
826112,Deleted,User_1,W_Handle leads,Workflow,Workitem_1589548676,withdraw,2016-09-12 09:06:29.904000+00:00,Car,New credit,Application_474303087,20000.0,,,,,,,,
826113,Created,User_1,W_Complete application,Workflow,Workitem_125028559,schedule,2016-09-12 09:06:29.912000+00:00,Car,New credit,Application_474303087,20000.0,,,,,,,,
826114,statechange,User_1,A_Concept,Application,ApplState_142531287,complete,2016-09-12 09:06:29.917000+00:00,Car,New credit,Application_474303087,20000.0,,,,,,,,
826115,Obtained,User_55,W_Complete application,Workflow,Workitem_1349857619,start,2016-09-13 09:56:57.075000+00:00,Car,New credit,Application_474303087,20000.0,,,,,,,,
826116,Released,User_55,W_Complete application,Workflow,Workitem_1701704112,suspend,2016-09-13 09:58:20.840000+00:00,Car,New credit,Application_474303087,20000.0,,,,,,,,
826117,statechange,User_57,A_Accepted,Application,ApplState_1664083034,complete,2016-09-13 10:47:09.682000+00:00,Car,New credit,Application_474303087,20000.0,,,,,,,,
826118,Created,User_57,O_Create Offer,Offer,Offer_704346034,complete,2016-09-13 10:48:03.371000+00:00,Car,New credit,Application_474303087,20000.0,0.0,127.0,True,200.0,False,0.0,20000.0,
826119,statechange,User_57,O_Created,Offer,OfferState_318018580,complete,2016-09-13 10:48:03.951000+00:00,Car,New credit,Application_474303087,20000.0,,,,,,,,Offer_704346034
826120,statechange,User_57,O_Sent (mail and online),Offer,OfferState_966801849,complete,2016-09-13 10:48:11.178000+00:00,Car,New credit,Application_474303087,20000.0,,,,,,,,Offer_704346034
826121,Deleted,User_57,W_Complete application,Workflow,Workitem_1715370435,ate_abort,2016-09-13 10:48:11.191000+00:00,Car,New credit,Application_474303087,20000.0,,,,,,,,
826122,Created,User_57,W_Call after offers,Workflow,Workitem_1525999976,schedule,2016-09-13 10:48:11.197000+00:00,Car,New credit,Application_474303087,20000.0,,,,,,,,
826123,Obtained,User_57,W_Call after offers,Workflow,Workitem_2133329367,start,2016-09-13 10:48:11.199000+00:00,Car,New credit,Application_474303087,20000.0,,,,,,,,
826124,statechange,User_57,A_Complete,Application,ApplState_507511849,complete,2016-09-13 10:48:11.200000+00:00,Car,New credit,Application_474303087,20000.0,,,,,,,,
826125,Released,User_57,W_Call after offers,Workflow,Workitem_869195729,suspend,2016-09-13 10:50:53.271000+00:00,Car,New credit,Application_474303087,20000.0,,,,,,,,
826126,Obtained,User_132,W_Call after offers,Workflow,Workitem_1320748619,resume,2016-09-19 07:04:11.846000+00:00,Car,New credit,Application_474303087,20000.0,,,,,,,,
826127,Released,User_132,W_Call after offers,Workflow,Workitem_962699344,suspend,2016-09-19 07:04:31.633000+00:00,Car,New credit,Application_474303087,20000.0,,,,,,,,
826128,statechange,User_1,A_Cancelled,Application,ApplState_1788932104,complete,2016-10-14 06:00:38.137000+00:00,Car,New credit,Application_474303087,20000.0,,,,,,,,
826129,statechange,User_1,O_Cancelled,Offer,OfferState_488168581,complete,2016-10-14 06:00:38.156000+00:00,Car,New credit,Application_474303087,20000.0,,,,,,,,Offer_704346034
826130,Deleted,User_1,W_Call after offers,Workflow,Workitem_1461115443,ate_abort,2016-10-14 06:00:38.164000+00:00,Car,New credit,Application_474303087,20000.0,,,,,,,,
828507,Created,User_1,A_Create Application,Application,Application_1672160937,complete,2016-09-12 16:02:05.341000+00:00,"Other, see explanation",New credit,Application_1672160937,75000.0,,,,,,,,
828508,statechange,User_1,A_Submitted,Application,ApplState_397192692,complete,2016-09-12 16:02:05.374000+00:00,"Other, see explanation",New credit,Application_1672160937,75000.0,,,,,,,,
828509,Created,User_1,W_Handle leads,Workflow,Workitem_828958942,schedule,2016-09-12 16:02:05.537000+00:00,"Other, see explanation",New credit,Application_1672160937,75000.0,,,,,,,,
828510,Deleted,User_1,W_Handle leads,Workflow,Workitem_493289583,withdraw,2016-09-12 16:03:28.286000+00:00,"Other, see explanation",New credit,Application_1672160937,75000.0,,,,,,,,
828511,Created,User_1,W_Complete application,Workflow,Workitem_666020269,schedule,2016-09-12 16:03:28.293000+00:00,"Other, see explanation",New credit,Application_1672160937,75000.0,,,,,,,,
828512,statechange,User_1,A_Concept,Application,ApplState_660248192,complete,2016-09-12 16:03:28.296000+00:00,"Other, see explanation",New credit,Application_1672160937,75000.0,,,,,,,,
828513,statechange,User_71,A_Accepted,Application,ApplState_1438246806,complete,2016-09-13 10:34:40.110000+00:00,"Other, see explanation",New credit,Application_1672160937,75000.0,,,,,,,,
828514,Created,User_71,O_Create Offer,Offer,Offer_591083870,complete,2016-09-13 10:43:02.884000+00:00,"Other, see explanation",New credit,Application_1672160937,75000.0,44000.0,120.0,False,448.02,True,0.0,44000.0,
828515,statechange,User_71,O_Created,Offer,OfferState_1258327544,complete,2016-09-13 10:43:03.476000+00:00,"Other, see explanation",New credit,Application_1672160937,75000.0,,,,,,,,Offer_591083870
828516,Created,User_71,O_Create Offer,Offer,Offer_814422455,complete,2016-09-13 10:43:22.855000+00:00,"Other, see explanation",New credit,Application_1672160937,75000.0,36000.0,120.0,False,366.56,False,0.0,36000.0,
828517,statechange,User_71,O_Created,Offer,OfferState_1772842614,complete,2016-09-13 10:43:23.363000+00:00,"Other, see explanation",New credit,Application_1672160937,75000.0,,,,,,,,Offer_814422455
828518,Created,User_71,O_Create Offer,Offer,Offer_970171836,complete,2016-09-13 10:43:40.897000+00:00,"Other, see explanation",New credit,Application_1672160937,75000.0,20000.0,120.0,False,205.49,False,0.0,20000.0,
828519,statechange,User_71,O_Created,Offer,OfferState_1069252664,complete,2016-09-13 10:43:41.587000+00:00,"Other, see explanation",New credit,Application_1672160937,75000.0,,,,,,,,Offer_970171836
828520,statechange,User_71,O_Sent (mail and online),Offer,OfferState_1836857131,complete,2016-09-13 10:47:04.959000+00:00,"Other, see explanation",New credit,Application_1672160937,75000.0,,,,,,,,Offer_970171836
828521,statechange,User_71,O_Sent (mail and online),Offer,OfferState_1140302431,complete,2016-09-13 10:47:04.961000+00:00,"Other, see explanation",New credit,Application_1672160937,75000.0,,,,,,,,Offer_814422455
828522,statechange,User_71,O_Sent (mail and online),Offer,OfferState_1439374655,complete,2016-09-13 10:47:04.962000+00:00,"Other, see explanation",New credit,Application_1672160937,75000.0,,,,,,,,Offer_591083870
828523,Deleted,User_71,W_Complete application,Workflow,Workitem_1918061497,withdraw,2016-09-13 10:47:04.973000+00:00,"Other, see explanation",New credit,Application_1672160937,75000.0,,,,,,,,
828524,Created,User_71,W_Call after offers,Workflow,Workitem_432982607,schedule,2016-09-13 10:47:04.978000+00:00,"Other, see explanation",New credit,Application_1672160937,75000.0,,,,,,,,
828525,Obtained,User_71,W_Call after offers,Workflow,Workitem_622764659,start,2016-09-13 10:47:04.980000+00:00,"Other, see explanation",New credit,Application_1672160937,75000.0,,,,,,,,
828526,statechange,User_71,A_Complete,Application,ApplState_582936345,complete,2016-09-13 10:47:04.981000+00:00,"Other, see explanation",New credit,Application_1672160937,75000.0,,,,,,,,
828527,Released,User_71,W_Call after offers,Workflow,Workitem_519692214,suspend,2016-09-13 10:51:05.875000+00:00,"Other, see explanation",New credit,Application_1672160937,75000.0,,,,,,,,
828528,Obtained,User_132,W_Call after offers,Workflow,Workitem_22463177,resume,2016-09-19 07:03:46.150000+00:00,"Other, see explanation",New credit,Application_1672160937,75000.0,,,,,,,,
828529,Released,User_132,W_Call after offers,Workflow,Workitem_900110729,suspend,2016-09-19 07:04:08.115000+00:00,"Other, see explanation",New credit,Application_1672160937,75000.0,,,,,,,,
828530,Deleted,User_131,W_Call after offers,Workflow,Workitem_1068663223,ate_abort,2016-10-04 14:11:09.455000+00:00,"Other, see explanation",New credit,Application_1672160937,75000.0,,,,,,,,
828531,Created,User_131,W_Validate application,Workflow,Workitem_845479288,schedule,2016-10-04 14:11:09.461000+00:00,"Other, see explanation",New credit,Application_1672160937,75000.0,,,,,,,,
828532,Obtained,User_131,W_Validate application,Workflow,Workitem_637746890,start,2016-10-04 14:11:09.463000+00:00,"Other, see explanation",New credit,Application_1672160937,75000.0,,,,,,,,
828533,statechange,User_131,A_Validating,Application,ApplState_684078683,complete,2016-10-04 14:11:10.381000+00:00,"Other, see explanation",New credit,Application_1672160937,75000.0,,,,,,,,
828534,statechange,User_131,O_Returned,Offer,OfferState_339820687,complete,2016-10-04 14:11:20.020000+00:00,"Other, see explanation",New credit,Application_1672160937,75000.0,,,,,,,,Offer_591083870
828535,Released,User_131,W_Validate application,Workflow,Workitem_48391248,suspend,2016-10-04 14:21:49.868000+00:00,"Other, see explanation",New credit,Application_1672160937,75000.0,,,,,,,,
828536,statechange,User_83,A_Denied,Application,ApplState_575088372,complete,2016-10-07 09:34:05.188000+00:00,"Other, see explanation",New credit,Application_1672160937,75000.0,,,,,,,,
828537,statechange,User_83,O_Refused,Offer,OfferState_1484712800,complete,2016-10-07 09:34:05.228000+00:00,"Other, see explanation",New credit,Application_1672160937,75000.0,,,,,,,,Offer_970171836
828538,statechange,User_83,O_Refused,Offer,OfferState_1328893144,complete,2016-10-07 09:34:05.234000+00:00,"Other, see explanation",New credit,Application_1672160937,75000.0,,,,,,,,Offer_814422455
828539,statechange,User_83,O_Refused,Offer,OfferState_1979307810,complete,2016-10-07 09:34:05.242000+00:00,"Other, see explanation",New credit,Application_1672160937,75000.0,,,,,,,,Offer_591083870
828540,Deleted,User_83,W_Validate application,Workflow,Workitem_519639909,ate_abort,2016-10-07 09:34:05.255000+00:00,"Other, see explanation",New credit,Application_1672160937,75000.0,,,,,,,,
840457,Created,User_24,A_Create Application,Application,Application_692585281,complete,2016-09-15 12:00:26.635000+00:00,Caravan / Camper,Limit raise,Application_692585281,7500.0,,,,,,,,
840458,statechange,User_24,A_Concept,Application,ApplState_2078635804,complete,2016-09-15 12:00:26.638000+00:00,Caravan / Camper,Limit raise,Application_692585281,7500.0,,,,,,,,
